item_id,name,rarity,price,seal_flag,endurance
3308,卡勒特军用炮炮身,consumable,5000,0,0
3309,卡勒特指令书,consumable,5000,0,0
3310,障碍物残骸,consumable,2000,0,0
3600,光之城主赛格哈特  卡片,consumable,5000000,0,0
3601,长脚罗特斯  卡片,consumable,5000000,0,0
3602,邪龙斯皮兹头部  卡片,consumable,50000,0,0
3603,魔笛使者皮特  卡片,consumable,500000,0,0
3604,烈焰彼诺修  卡片,consumable,5000000,0,0
3605,黄金巨人普拉塔尼  卡片,consumable,50000,0,0
3606,巨树守护者罗丁  卡片,consumable,50000,0,0
3607,怨恨之摩根  卡片,consumable,500000,0,0
3608,冰齿沙凡特  卡片,consumable,50000,0,0
3609,犬人哈多  卡片,consumable,50000,0,0
3610,十夫长  卡片,consumable,50000,0,0
3611,牛头巨兽  卡片,consumable,50000,0,0
3612,岩石人偶师  卡片,consumable,50000,0,0
3613,夜视镜卡格  卡片,consumable,50000,0,0
3614,GBL教神官  卡片,consumable,50000,0,0
3615,火焰龙头炮  卡片,consumable,50000,0,0
3616,吞灵者  卡片,consumable,50000,0,0
3617,班图女战士  卡片,consumable,50000,0,0
3618,疯狂盗匪  卡片,consumable,50000,0,0
3619,青哥布林  卡片,consumable,50000,0,0
3620,猫妖  卡片,consumable,50000,0,0
3621,牛头护卫  卡片,consumable,50000,0,0
3622,龙人  卡片,consumable,50000,0,0
3623,爆弹卡格  卡片,consumable,50000,0,0
3624,斧之驱逐者  卡片,consumable,50000,0,0
3625,夜叉  卡片,consumable,50000,0,0
3626,GBL教信徒  卡片,consumable,50000,0,0
3627,章鱼怪  卡片,consumable,50000,0,0
3628,蜘蛛  卡片,consumable,50000,0,0
3629,暗精灵护卫  卡片,consumable,50000,0,0
3630,摩震的猎犬  卡片,consumable,50000,0,0
3633,饥饿僵尸  卡片,consumable,50000,0,0
3635,瑟冥特克  卡片,consumable,50000,0,0
3636,骸骨投掷兵  卡片,consumable,50000,0,0
3637,光之沃德咯斯  卡片,consumable,50000,0,0
3638,EX多尼尔  卡片,consumable,50000,0,0
3639,巨型黑章鱼  卡片,consumable,50000,0,0
3640,审判者马塞尔  卡片,consumable,500000,0,0
3641,雪崩拉比纳  卡片,consumable,50000,0,0
3642,魔女莉斯  卡片,consumable,50000,0,0
3643,歌利亚  卡片,consumable,50000,0,0
3644,GBL巨像  卡片,consumable,50000,0,0
3645,罗特斯的卵  卡片,consumable,5000000,0,0
3646,毒葡萄艾米迪  卡片,consumable,50000,0,0
3647,老鼠商人洛克沙  卡片,consumable,500000,0,0
3648,诡异的书架  卡片,consumable,50000,0,0
3649,奈普·克拉斯  卡片,consumable,50000,0,0
3650,辅修师斯佩特  卡片,consumable,50000,0,0
3651,艾克洛索  卡片,consumable,50000,0,0
3652,寒冰巨人利库  卡片,consumable,500000,0,0
3653,泰坦  卡片,consumable,50000,0,0
3654,塞斯奇  卡片,consumable,50000,0,0
3655,莱里特·拉里  卡片,consumable,50000,0,0
3656,西特拉克  卡片,consumable,50000,0,0
3657,伊沙杜拉  卡片,consumable,50000,0,0
3658,炎之古拉德  卡片,consumable,500000,0,0
3659,倔强的哈尼克  卡片,consumable,50000,0,0
3660,沉默的亨普利  卡片,consumable,50000,0,0
3661,漫游者麦吉  卡片,consumable,50000,0,0
3662,北极风纳斯拉  卡片,consumable,50000,0,0
3663,前锋卫队长波西克  卡片,consumable,50000,0,0
3664,冰雪女王洛丝 卡片,consumable,500000,0,0
3665,范哲利斯  卡片,consumable,500000,0,0
3666,犬使摩震  卡片,consumable,500000,0,0
3667,牛头统帅  卡片,consumable,500000,0,0
3668,火箭侠  卡片,consumable,500000,0,0
3669,魔雷者麦瑟·莫纳亨  卡片,consumable,50000,0,0
3670,骷髅凯恩  卡片,consumable,500000,0,0
3671,纵火犯本汀克  卡片,consumable,500000,0,0
3672,狂乱的伪装者  卡片,consumable,50000,0,0
3673,机动队长苏雷德  卡片,consumable,50000,0,0
3674,莫格尼斯  卡片,consumable,50000,0,0
3675,比特·伯斯提  卡片,consumable,50000,0,0
3676,守护者沃利  卡片,consumable,500000,0,0
3677,布万加  卡片,consumable,5000000,0,0
3678,锤王波罗丁  卡片,consumable,5000000,0,0
3679,牛头械王  卡片,consumable,5000000,0,0
3680,无头骑士  卡片,consumable,5000000,0,0
3681,虫王戮蛊  卡片,consumable,5000000,0,0
3682,魔剑阿波菲斯  卡片,consumable,5000000,0,0
3683,冰龙斯卡萨  卡片,consumable,5000000,0,0
3684,狄瑞吉的幻影  卡片,consumable,5000000,0,0
3685,暴戾搜捕团祭司诺比斯  卡片,consumable,50000,0,0
3686,GT-9600  卡片,consumable,500000,0,0
3687,贝里斯克  卡片,consumable,50000,0,0
3688,杰森·格里克  卡片,consumable,500000,0,0
3689,哥布林王高格  卡片,consumable,5000000,0,0
3690,炎猫妖  卡片,consumable,50000,0,0
3691,灵幻师  卡片,consumable,50000,0,0
3692,驯兽者伽罗华  卡片,consumable,50000,0,0
3693,尚武者伦茨  卡片,consumable,50000,0,0
3694,魔法变异者霍伊恩  卡片,consumable,50000,0,0
3695,怪力变异者波杰斯  卡片,consumable,50000,0,0
3696,幻影变异者欧克瑟  卡片,consumable,50000,0,0
3697,史莱姆王 卡片,consumable,50000,0,0
3698,地狱哥布林直升机 卡片,consumable,50000,0,0
3699,卡姆拉 卡片,consumable,50000,0,0
3700,泽忒斯 卡片,consumable,50000,0,0
3701,阿加雷斯 卡片,consumable,50000,0,0
3702,鲁斯欧拉  卡片,consumable,50000,0,0
3703,老中士  卡片,consumable,50000,0,0
3704,梅迪亚  卡片,consumable,50000,0,0
3705,西克特·帕菲斯  卡片,consumable,50000,0,0
3706,裴特舒·帕菲斯  卡片,consumable,50000,0,0
3707,UM-0 终结者  卡片,consumable,500000,0,0
3708,机械吉赛尔  卡片,consumable,5000000,0,0
3709,诺丝克尔  卡片,consumable,5000000,0,0
3710,魔女阿嘉璐  卡片,consumable,5000000,0,0
3711,烈焰盾波迪尔  卡片,consumable,500000,0,0
3712,黑鳞莫贝尼  卡片,consumable,50000,0,0
3713,小美人鱼空空伊  卡片,consumable,50000,0,0
3714,莎兰  卡片,consumable,50000,0,0
3715,莎兰  高级卡片,consumable,50000,0,0
3716,莎兰  特级卡片,consumable,50000,0,0
3717,艾丽丝  卡片,consumable,50000,0,0
3718,艾丽丝  高级卡片,consumable,50000,0,0
3719,艾丽丝  特级卡片,consumable,50000,0,0
3720,刀疤鼠  卡片,consumable,5000000,0,0
3721,公爵尤里斯  卡片,consumable,5000000,0,0
3722,黑色瘟疫狄瑞吉  卡片,consumable,5000000,0,0
3723,首领萨斯  卡片,consumable,50000,0,0
3724,梦幻列车长拉宾特  卡片,consumable,50000,0,0
3725,巨灵布鲁  卡片,consumable,50000,0,0
3726,机械臂捷克  卡片,consumable,500000,0,0
3731,德拉尔  卡片,consumable,50000,0,0
3732,图卢斯族男精英战士  卡片,consumable,50000,0,0
3733,蓝影马萨乔  卡片,consumable,5000000,0,0
4084,燃烧的心脏,consumable,5000,0,0
4328,燃烧恶魔的挑战书,consumable,25000,0,0
4329,蓝冰恶魔的挑战书,consumable,25000,0,0
4330,狂乱恶魔的挑战书,consumable,40000,0,0
4331,强韧恶魔的挑战书,consumable,40000,0,0
4332,灰色水晶,consumable,3000,0,0
5092,异界气息净化书  设计图,consumable,200000,0,0
5210,复仇灵魂之刀  设计图,consumable,150000,0,0
5211,卡坤的小太刀  设计图,consumable,150000,0,0
5212,恶鬼斩刀  设计图,consumable,150000,0,0
5213,神悦  设计图,consumable,150000,0,0
5214,斩龙刀  设计图,consumable,150000,0,0
5215,死亡之刃  设计图,consumable,150000,0,0
5216,白丸  设计图,consumable,150000,0,0
5217,细雪之舞  设计图,consumable,3000000,0,0
5218,赤凰战刀  设计图,consumable,500000,0,0
5219,蓝星烁芒剑  设计图,consumable,150000,0,0
5220,极光剑  设计图,consumable,150000,0,0
5221,列特的疾影剑  设计图,consumable,150000,0,0
5222,碧影凝光剑  设计图,consumable,150000,0,0
5223,蛇眼极光剑  设计图,consumable,150000,0,0
5224,邪芒夺目剑  设计图,consumable,150000,0,0
5225,疾风剑  设计图,consumable,150000,0,0
5226,春阳融雪剑  设计图,consumable,150000,0,0
5227,萨乌塔的椎骨剑  设计图,consumable,150000,0,0
5228,苍月剑  设计图,consumable,150000,0,0
5229,艾米丽的银妆刀  设计图,consumable,150000,0,0
5230,震波剑  设计图,consumable,150000,0,0
5231,丹砂剑  设计图,consumable,150000,0,0
5232,蓝冰弯月剑  设计图,consumable,150000,0,0
5233,圣鹰之剑  设计图,consumable,150000,0,0
5234,定神棒  设计图,consumable,150000,0,0
5235,强袭者之棒  设计图,consumable,150000,0,0
5236,空骨鱼巨棒  设计图,consumable,150000,0,0
5237,猛毒爪牙棒  设计图,consumable,150000,0,0
5238,千年玄铁棒  设计图,consumable,150000,0,0
5239,炙焰巨棒  设计图,consumable,150000,0,0
5240,萨乌塔的战斧柄  设计图,consumable,150000,0,0
5241,毒蛟钉头槌  设计图,consumable,150000,0,0
5242,千年橡木槌  设计图,consumable,150000,0,0
5243,千年玄铁剑  设计图,consumable,150000,0,0
5244,梅丽莎的灵夕长剑  设计图,consumable,150000,0,0
5245,芷云双影剑  设计图,consumable,150000,0,0
5246,素喃秘影长剑  设计图,consumable,150000,0,0
5247,血莲鸣凤剑  设计图,consumable,150000,0,0
5248,夺命毒龙剑  设计图,consumable,150000,0,0
5249,蓝月龙吟剑  设计图,consumable,150000,0,0
5260,碧玉东方棍  设计图,consumable,150000,0,0
5261,鹤落东方棍  设计图,consumable,150000,0,0
5262,山魂之棍  设计图,consumable,150000,0,0
5263,咆哮者之棍  设计图,consumable,150000,0,0
5264,紫云犀角棍  设计图,consumable,150000,0,0
5265,闪雷之棍  设计图,consumable,150000,0,0
5266,黑石雷鸣棍  设计图,consumable,150000,0,0
5267,炎狱凤翼棍  设计图,consumable,150000,0,0
5268,地狱暗炎棍  设计图,consumable,150000,0,0
5269,怨灵夺命棍  设计图,consumable,150000,0,0
5270,凯诺的骨爪  设计图,consumable,150000,0,0
5271,汲血爪  设计图,consumable,150000,0,0
5272,沙暴之影  设计图,consumable,150000,0,0
5273,死神暗影爪  设计图,consumable,150000,0,0
5274,克洛库的利爪  设计图,consumable,150000,0,0
5275,血玫瑰之刺  设计图,consumable,150000,0,0
5276,青龙爪  设计图,consumable,150000,0,0
5277,玄狐之爪  设计图,consumable,150000,0,0
5278,缚咒之爪  设计图,consumable,150000,0,0
5279,十夫长的手套  设计图,consumable,150000,0,0
5280,潘利尔的皮手套  设计图,consumable,150000,0,0
5281,玄铁手套  设计图,consumable,150000,0,0
5282,角斗士手套  设计图,consumable,150000,0,0
5283,炽灵手套  设计图,consumable,150000,0,0
5284,天璇手套  设计图,consumable,150000,0,0
5285,闪灵手套  设计图,consumable,150000,0,0
5286,巨熊指虎  设计图,consumable,150000,0,0
5287,蜘蛛指虎  设计图,consumable,150000,0,0
5288,紫红梦魇拳套  设计图,consumable,150000,0,0
5289,圣武幻象拳套  设计图,consumable,150000,0,0
5290,贤者拳套  设计图,consumable,150000,0,0
5291,狂沙侵袭拳套  设计图,consumable,150000,0,0
5292,圣痕拳套  设计图,consumable,150000,0,0
5293,风影醉魔拳套  设计图,consumable,150000,0,0
5294,酒魂臂铠  设计图,consumable,150000,0,0
5295,塞仑的龙骨臂铠  设计图,consumable,150000,0,0
5296,蛟龙臂铠  设计图,consumable,150000,0,0
5297,冰火臂铠  设计图,consumable,150000,0,0
5298,圣光斗士臂铠  设计图,consumable,150000,0,0
5299,雷电臂铠  设计图,consumable,150000,0,0
5310,马卡罗 - PM  设计图,consumable,150000,0,0
5311,毛瑟枪 - C96  设计图,consumable,150000,0,0
5312,怨灵 - 22  设计图,consumable,150000,0,0
5313,毛瑟枪 - 77  设计图,consumable,150000,0,0
5314,冰焰 - P226  设计图,consumable,150000,0,0
5315,生命吞噬者 - CZ75  设计图,consumable,150000,0,0
5316,疾射 - K5  设计图,consumable,150000,0,0
5317,沙漠风暴  设计图,consumable,150000,0,0
5318,斯巴达斯 - 诅咒  设计图,consumable,150000,0,0
5319,天界战弩  设计图,consumable,150000,0,0
5320,神赐十字弩  设计图,consumable,150000,0,0
5321,双翼之弩  设计图,consumable,150000,0,0
5322,鹰眼短弩  设计图,consumable,150000,0,0
5323,紫色诅咒  设计图,consumable,150000,0,0
5324,七星连射弩  设计图,consumable,150000,0,0
5325,银色三角弩  设计图,consumable,150000,0,0
5326,惊魂手弩  设计图,consumable,150000,0,0
5327,毒咒手弩  设计图,consumable,150000,0,0
5328,柯尔特 - 火蛇  设计图,consumable,150000,0,0
5329,柯尔特 - 黑钻玄芒  设计图,consumable,150000,0,0
5330,柯尔特MK3 - 骑兵  设计图,consumable,150000,0,0
5331,柯尔特 - 猎鹰  设计图,consumable,150000,0,0
5332,柯尔特MK5 - 狂蟒  设计图,consumable,150000,0,0
5333,柯尔特 - 和平悍卫者  设计图,consumable,150000,0,0
5334,柯尔特MK5 - 眼镜蛇王  设计图,consumable,150000,0,0
5335,速射左轮枪  设计图,consumable,150000,0,0
5336,狂暴左轮枪  设计图,consumable,150000,0,0
5337,千年玄铁步枪  设计图,consumable,150000,0,0
5338,青龙  设计图,consumable,150000,0,0
5339,落星  设计图,consumable,150000,0,0
5340,烟雾突击步枪  设计图,consumable,150000,0,0
5341,灵狐之火  设计图,consumable,150000,0,0
5342,异域护卫步枪  设计图,consumable,150000,0,0
5343,虚影骑士  设计图,consumable,150000,0,0
5344,暗影佣兵  设计图,consumable,150000,0,0
5345,炙炎手炮  设计图,consumable,150000,0,0
5346,光电手炮  设计图,consumable,150000,0,0
5347,冰爆手炮  设计图,consumable,150000,0,0
5348,速射手炮  设计图,consumable,150000,0,0
5349,尼克尔激光手炮  设计图,consumable,150000,0,0
5350,离火魔杖  设计图,consumable,150000,0,0
5351,花神魔杖  设计图,consumable,150000,0,0
5352,GBL教的祭祀魔杖  设计图,consumable,150000,0,0
5353,玄水魔杖  设计图,consumable,150000,0,0
5354,紫心魔杖  设计图,consumable,150000,0,0
5355,雷光魔杖  设计图,consumable,150000,0,0
5356,元素魔杖  设计图,consumable,150000,0,0
5357,冰灵魔杖  设计图,consumable,150000,0,0
5358,幽灵魔杖  设计图,consumable,150000,0,0
5359,穿云法杖  设计图,consumable,150000,0,0
5360,惩恶法杖  设计图,consumable,150000,0,0
5361,禁锢法杖  设计图,consumable,150000,0,0
5362,魔斗士法杖  设计图,consumable,150000,0,0
5363,葡萄藤法杖  设计图,consumable,150000,0,0
5364,元素法杖  设计图,consumable,150000,0,0
5365,幽灵法杖  设计图,consumable,150000,0,0
5366,邪念法杖  设计图,consumable,150000,0,0
5367,混沌法杖  设计图,consumable,150000,0,0
5368,银月棍  设计图,consumable,150000,0,0
5369,裂空棍  设计图,consumable,150000,0,0
5370,血狱战棍  设计图,consumable,150000,0,0
5371,雀舞棍  设计图,consumable,150000,0,0
5372,残月棍  设计图,consumable,150000,0,0
5373,疾风棍  设计图,consumable,150000,0,0
5374,落龙棍  设计图,consumable,150000,0,0
5375,修多棍  设计图,consumable,150000,0,0
5376,汲魂棍  设计图,consumable,150000,0,0
5377,腾龙长矛  设计图,consumable,150000,0,0
